Id,Source,Target,Type
3317,15,2,directed
3318,15,2,directed
3319,15,2,directed
3320,15,2,directed
3321,15,2,directed
3322,15,2,directed
3323,15,2,directed
3324,15,2,directed
3325,15,2,directed
3326,15,2,directed
3327,15,2,directed
3328,15,2,directed
3329,15,2,directed
3330,15,2,directed
3331,15,2,directed
3332,15,2,directed
3333,15,2,directed
3334,15,2,directed
3335,15,2,directed
3336,15,2,directed
3337,15,2,directed
3338,15,2,directed
3339,15,2,directed
3340,15,2,directed
3341,15,2,directed
3342,15,2,directed
3343,15,2,directed
3344,15,2,directed
3345,15,2,directed
3346,15,2,directed
3347,15,2,directed
3348,15,2,directed
3349,15,2,directed
3350,15,2,directed
3351,15,2,directed
3352,15,2,directed
3353,15,2,directed
3354,15,2,directed
3355,15,2,directed
3356,15,2,directed
3357,15,2,directed
3358,15,2,directed
3359,15,2,directed
3360,15,2,directed
3361,15,2,directed
3362,15,2,directed
3363,15,2,directed
3364,15,2,directed
3365,15,2,directed
3366,15,2,directed
3367,15,2,directed
3368,15,2,directed
3369,15,2,directed
3370,15,2,directed
3371,15,2,directed
3372,15,2,directed
3373,15,2,directed
3374,15,2,directed
3375,15,2,directed
3376,15,2,directed
3377,15,2,directed
3378,15,2,directed
3379,15,2,directed
3380,15,2,directed
3381,15,2,directed
3382,15,2,directed
3383,15,2,directed
3384,15,2,directed
3385,15,2,directed
3386,15,2,directed
3387,15,2,directed
3388,15,2,directed
3389,15,2,directed
3390,15,2,directed
3391,15,2,directed
3392,15,2,directed
3393,15,2,directed
3394,15,2,directed
3395,15,2,directed
3396,15,2,directed
3397,15,2,directed
3398,15,2,directed
3399,15,2,directed
3400,15,2,directed
3401,15,2,directed
3402,15,2,directed
3403,15,2,directed
3404,15,2,directed
3405,15,2,directed
3406,15,2,directed
3407,15,2,directed
3408,15,2,directed
3409,15,2,directed
3410,15,2,directed
3411,15,2,directed
3412,15,2,directed
3413,15,2,directed
3414,15,2,directed
3415,15,2,directed
3416,15,2,directed
3417,15,2,directed
3418,15,2,directed
3419,15,2,directed
3420,15,2,directed
3421,15,2,directed
3422,15,2,directed
3423,15,2,directed
3424,15,2,directed
3425,15,2,directed
3426,15,2,directed
3427,15,2,directed
3428,15,2,directed
3429,15,2,directed
3430,15,2,directed
3431,15,2,directed
3432,15,2,directed
3433,15,2,directed
3434,15,2,directed
3435,15,2,directed
3436,15,2,directed
3437,15,2,directed
3438,15,2,directed
3439,15,2,directed
3440,15,2,directed
3441,15,2,directed
3442,15,2,directed
3443,15,2,directed
3444,15,2,directed
3445,15,2,directed
3446,15,2,directed
3447,15,2,directed
3448,15,2,directed
3449,15,2,directed
3450,15,2,directed
3451,15,2,directed
3452,15,2,directed
3453,15,2,directed
3454,15,2,directed
3455,15,2,directed
3456,15,2,directed
3457,15,2,directed
3458,15,2,directed
3459,15,2,directed
3460,15,2,directed
3461,15,2,directed
3462,15,2,directed
3463,15,2,directed
3464,15,2,directed
3465,15,2,directed
3466,15,2,directed
3467,15,2,directed
3468,15,2,directed
3469,15,2,directed
3470,15,2,directed
3471,15,2,directed
3472,15,2,directed
3473,15,2,directed
3474,15,2,directed
3475,15,2,directed
3476,15,2,directed
3477,15,2,directed
3478,15,2,directed
3479,15,2,directed
3480,15,2,directed
3481,15,2,directed
3482,15,2,directed
3483,15,2,directed
3484,15,2,directed
3485,15,2,directed
3486,15,2,directed
3487,15,2,directed
3488,15,2,directed
3489,15,2,directed
3490,15,2,directed
3491,15,2,directed
3492,15,2,directed
3493,15,2,directed
3494,15,2,directed
3495,15,2,directed
3496,15,2,directed
3497,15,2,directed
3498,15,2,directed
3499,15,2,directed
3500,15,2,directed
3501,15,2,directed
3502,15,2,directed
3503,15,2,directed
3504,15,2,directed
3505,15,2,directed
3506,15,2,directed
3507,15,2,directed
3508,15,2,directed
3509,15,2,directed
3510,15,2,directed
3511,15,2,directed
3512,15,2,directed
3513,15,2,directed
3514,15,2,directed
3515,15,2,directed
3516,15,2,directed
3517,15,2,directed
3518,15,2,directed
3519,15,2,directed
3520,15,2,directed
3521,15,2,directed
3522,15,2,directed
3523,15,2,directed
3524,15,2,directed
3525,15,2,directed
3526,15,2,directed
3527,15,2,directed
3528,15,2,directed
3529,15,2,directed
3530,15,2,directed
3531,15,2,directed
3532,15,2,directed
3533,15,2,directed
3534,15,2,directed
3535,15,2,directed
3536,15,2,directed
3537,15,2,directed
3538,15,2,directed
3539,15,2,directed
3540,15,2,directed
3541,15,2,directed
3542,15,2,directed
3543,15,2,directed
3544,15,2,directed
3545,15,2,directed
3546,15,2,directed
3547,15,2,directed
3548,15,2,directed
3549,15,2,directed
3550,15,2,directed
3551,15,2,directed
3552,15,2,directed
3553,15,2,directed
3554,15,2,directed
3555,15,2,directed
3556,15,2,directed
3557,15,2,directed
3558,15,2,directed
3559,15,2,directed
3560,15,2,directed
3561,15,2,directed
3562,15,2,directed
3563,15,2,directed
3564,15,2,directed
3565,15,2,directed
3566,15,2,directed
3567,15,2,directed
3568,15,2,directed
3569,15,2,directed
3570,15,2,directed
3571,15,2,directed
3572,15,2,directed
3573,15,2,directed
3574,15,2,directed
3575,15,2,directed
3576,15,2,directed
3577,15,2,directed
3578,15,2,directed
3579,15,2,directed
3580,15,2,directed
3581,15,2,directed
3582,15,2,directed
3583,15,2,directed
3584,15,2,directed
3585,15,2,directed
3586,15,2,directed
3587,15,2,directed
3588,15,2,directed
3589,15,2,directed
3590,15,2,directed
3591,15,2,directed
3592,15,2,directed
3593,15,2,directed
3594,15,2,directed
3595,15,2,directed
3596,15,2,directed
3597,15,2,directed
3598,15,2,directed
3599,15,2,directed
3600,15,2,directed
3601,15,2,directed
3602,15,2,directed
3603,15,2,directed
3604,15,2,directed
3605,15,2,directed
3606,15,2,directed
3607,15,2,directed
3608,15,2,directed
3609,15,2,directed
3610,15,2,directed
3611,15,2,directed
3612,15,2,directed
3613,15,2,directed
3614,15,2,directed
3615,15,2,directed
3616,15,2,directed
3617,15,2,directed
3618,15,2,directed
3619,15,2,directed
3620,15,2,directed
3621,15,2,directed
3622,15,2,directed
3623,15,2,directed
3624,15,2,directed
3625,15,2,directed
3626,15,2,directed
3627,15,2,directed
3628,15,2,directed
3629,15,2,directed
3630,15,2,directed
3631,15,2,directed
3632,15,2,directed
3633,15,2,directed
3634,15,2,directed
3635,15,2,directed
3636,15,2,directed
3637,15,2,directed
3638,15,2,directed
3639,15,2,directed
3640,15,2,directed
3641,15,2,directed
3642,15,2,directed
3643,15,2,directed
3644,15,2,directed
3645,15,2,directed
3646,15,2,directed
3647,15,2,directed
3648,15,2,directed
3649,15,2,directed
3650,15,2,directed
3651,15,2,directed
3652,15,2,directed
3653,15,2,directed
3654,15,2,directed
3655,15,2,directed
3656,15,2,directed
3657,15,2,directed
3658,15,2,directed
3659,15,2,directed
3660,15,2,directed
3661,15,2,directed
3662,15,2,directed
3663,15,2,directed
3664,15,2,directed
3665,15,2,directed
3666,15,2,directed
3667,15,2,directed
3668,15,2,directed
3669,15,2,directed
3670,15,2,directed
3671,15,2,directed
3672,15,2,directed
3673,15,2,directed
3674,15,2,directed
3675,15,2,directed
3676,15,2,directed
3677,15,2,directed
3678,15,2,directed
3679,15,2,directed
3680,15,2,directed
3681,15,2,directed
3682,15,2,directed
3683,15,2,directed
3684,15,2,directed
3685,15,2,directed
3686,15,2,directed
3687,15,2,directed
3688,15,2,directed
3689,15,2,directed
3690,15,2,directed
3691,15,2,directed
3692,15,2,directed
3693,15,2,directed
3694,15,2,directed
3695,15,2,directed
3696,15,2,directed
3697,15,2,directed
3698,15,2,directed
3699,15,2,directed
3700,15,2,directed
3701,15,2,directed
3702,15,2,directed
3703,15,2,directed
3704,15,2,directed
3705,15,2,directed
3706,15,2,directed
3707,15,2,directed
3708,15,2,directed
3709,15,2,directed
3710,15,2,directed
3711,15,2,directed
3712,15,2,directed
3713,15,2,directed
3714,15,2,directed
3715,15,2,directed
3716,15,2,directed
3717,15,2,directed
3718,15,2,directed
3719,15,2,directed
3720,15,2,directed
3721,15,2,directed
3722,15,2,directed
3723,15,2,directed
3724,15,2,directed
3725,15,2,directed
3726,15,2,directed
3727,15,2,directed
3728,15,2,directed
3729,15,2,directed
3730,15,2,directed
3731,15,2,directed
3732,15,2,directed
3733,15,2,directed
3734,15,2,directed
3735,15,2,directed
3736,15,2,directed
3737,15,2,directed
3738,15,2,directed
3739,15,2,directed
3740,15,2,directed
3741,15,2,directed
3742,15,2,directed
3743,15,2,directed
3744,15,2,directed
3745,15,2,directed
3746,15,2,directed
3747,15,2,directed
3748,15,2,directed
3749,15,2,directed
3750,15,2,directed
3751,15,2,directed
3752,15,2,directed
3753,15,2,directed
3754,15,2,directed
3755,15,2,directed
3756,15,2,directed
3757,15,2,directed
3758,15,2,directed
3759,15,2,directed
3760,15,2,directed
3761,15,2,directed
3762,15,2,directed
3763,15,2,directed
3764,15,2,directed
3765,15,2,directed
3766,15,2,directed
3767,15,2,directed
3768,15,2,directed
3769,15,2,directed
3770,15,2,directed
3771,15,2,directed
3772,15,2,directed
3773,15,2,directed
3774,15,2,directed
3775,15,2,directed
3776,15,2,directed
3777,15,2,directed
3778,15,2,directed
3779,15,2,directed
3780,15,2,directed
3781,15,2,directed
3782,15,2,directed
3783,15,2,directed
3784,15,2,directed
3785,15,2,directed
3786,15,2,directed
3787,15,2,directed
3788,15,2,directed
3789,15,2,directed
3790,15,2,directed
3791,15,2,directed
3792,15,2,directed
3793,15,2,directed
3794,15,2,directed
3795,15,2,directed
3796,15,2,directed
3797,15,2,directed
3798,15,2,directed
3799,15,2,directed
3800,15,2,directed
3801,15,2,directed
3802,15,2,directed
3803,15,2,directed
3804,15,2,directed
3805,15,2,directed
3806,15,2,directed
3807,15,2,directed
3808,15,2,directed
3809,15,2,directed
3810,15,2,directed
3811,15,2,directed
3812,15,2,directed
3813,15,2,directed
3814,15,2,directed
3815,15,2,directed
3816,15,2,directed
3817,15,2,directed
3818,15,2,directed
3819,15,2,directed
3820,15,2,directed
3821,15,2,directed
3822,15,2,directed
3823,15,2,directed
3824,15,2,directed
3825,15,2,directed
3826,15,2,directed
3827,15,2,directed
3828,15,2,directed
3829,15,2,directed
3830,15,2,directed
3831,15,2,directed
3832,15,2,directed
3833,15,2,directed
3834,15,2,directed
3835,15,2,directed
3836,15,2,directed
3837,15,2,directed
3838,15,2,directed
3839,15,2,directed
3840,15,2,directed
3841,15,2,directed
3842,15,2,directed
3843,15,2,directed
3844,15,2,directed
3845,15,2,directed
3846,15,2,directed
3847,15,2,directed
3848,15,2,directed
3849,15,2,directed
3850,15,2,directed
3851,15,2,directed
3852,15,2,directed
3853,15,2,directed
3854,15,2,directed
3855,15,2,directed
3856,15,2,directed
3857,15,2,directed
3858,15,2,directed
3859,15,2,directed
3860,15,2,directed
3861,15,2,directed
3862,15,2,directed
3863,15,2,directed
3864,15,2,directed
3865,15,2,directed
3866,15,2,directed
3867,15,2,directed
3868,15,2,directed
3869,15,2,directed
3870,15,2,directed
3871,15,2,directed
3872,15,2,directed
3873,15,2,directed
3874,15,2,directed
3875,15,2,directed
3876,15,2,directed
3877,15,2,directed
3878,15,2,directed
3879,15,2,directed
3880,15,2,directed
3881,15,2,directed
3882,15,2,directed
3883,15,2,directed
3884,15,2,directed
3885,15,2,directed
3886,15,2,directed
3887,15,2,directed
3888,15,2,directed
3889,15,2,directed
3890,15,2,directed
3891,15,2,directed
3892,15,2,directed
3893,15,2,directed
3894,15,2,directed
3895,15,2,directed
3896,15,2,directed
3897,15,2,directed
3898,15,2,directed
3899,15,2,directed
3900,15,2,directed
3901,15,2,directed
3902,15,2,directed
3903,15,2,directed
3904,15,2,directed
3905,15,2,directed
3906,15,2,directed
3907,15,2,directed
3908,15,2,directed
3909,15,2,directed
3910,15,2,directed
3911,15,2,directed
3912,15,2,directed
3913,15,2,directed
3914,15,2,directed
3915,15,2,directed
3916,15,2,directed
3917,15,2,directed
3918,15,2,directed
3919,15,2,directed
3920,15,2,directed
3921,15,2,directed
3922,15,2,directed
3923,15,2,directed
3924,15,2,directed
3925,15,2,directed
3926,15,2,directed
3927,15,2,directed
3928,15,2,directed
3929,15,2,directed
3930,15,2,directed
3931,15,2,directed
3932,15,2,directed
3933,15,2,directed
3934,15,2,directed
3935,15,2,directed
3936,15,2,directed
3937,15,2,directed
3938,15,2,directed
3939,15,2,directed
3940,15,2,directed
3941,15,2,directed
3942,15,2,directed
3943,15,2,directed
3944,15,2,directed
3945,15,2,directed
3946,15,2,directed
3947,15,2,directed
3948,15,2,directed
3949,15,2,directed
3950,15,2,directed
3951,15,2,directed
3952,15,2,directed
3953,15,2,directed
3954,15,2,directed
3955,15,2,directed
3956,15,2,directed
3957,15,2,directed
3958,15,2,directed
3959,15,2,directed
3960,15,2,directed
3961,15,2,directed
3962,15,2,directed
3963,15,2,directed
3964,15,2,directed
3965,15,2,directed
3966,15,2,directed
3967,15,2,directed
3968,15,2,directed
3969,15,2,directed
3970,15,2,directed
3971,15,2,directed
3972,15,2,directed
3973,15,2,directed
3974,15,2,directed
3975,15,2,directed
3976,15,2,directed
3977,15,2,directed
3978,15,2,directed
3979,15,2,directed
3980,15,2,directed
3981,15,2,directed
3982,15,2,directed
3983,15,2,directed
3984,15,2,directed
3985,15,2,directed
3986,15,2,directed
3987,15,2,directed
3988,15,2,directed
3989,15,2,directed
3990,15,2,directed
3991,15,2,directed
3992,15,2,directed
3993,15,2,directed
3994,15,2,directed
3995,15,2,directed
3996,15,2,directed
3997,15,2,directed
3998,15,2,directed
3999,15,2,directed
4000,15,2,directed
4001,15,2,directed
4002,15,2,directed
4003,15,2,directed
4004,15,2,directed
4005,15,2,directed
4006,15,2,directed
4007,15,2,directed
4008,15,2,directed
4009,15,2,directed
4010,15,2,directed
4011,15,2,directed
4012,15,2,directed
4013,15,2,directed
4014,15,2,directed
4015,15,2,directed
4016,15,2,directed
4017,15,2,directed
4018,15,2,directed
4019,15,2,directed
4020,15,2,directed
4021,15,2,directed
4022,15,2,directed
4023,15,2,directed
4024,15,2,directed
4025,15,2,directed
4026,15,2,directed
4027,15,2,directed
4028,15,2,directed
4029,15,2,directed
4030,15,2,directed
4031,15,2,directed
4032,15,2,directed
4033,15,2,directed
4034,15,2,directed
4035,15,2,directed
4036,15,2,directed
4037,15,2,directed
4038,15,2,directed
4039,15,2,directed
4040,15,2,directed
4041,15,2,directed
4042,15,2,directed
4043,15,2,directed
4044,15,2,directed
4045,15,2,directed
4046,15,2,directed
4047,15,2,directed
4048,15,2,directed
4049,15,2,directed
4050,15,2,directed
4051,15,2,directed
4052,15,2,directed
4053,15,2,directed
4054,15,2,directed
4055,15,2,directed
4056,15,2,directed
4057,15,2,directed
4058,15,2,directed
4059,15,2,directed
4060,15,2,directed
4061,15,2,directed
4062,15,2,directed
4063,15,2,directed
4064,15,2,directed
4065,15,2,directed
4066,15,2,directed
4067,15,2,directed
4068,15,2,directed
4069,15,2,directed
4070,15,2,directed
4071,15,2,directed
4072,15,2,directed
4073,15,2,directed
4074,15,2,directed
4075,15,2,directed
4076,15,2,directed
4077,15,2,directed
4078,15,2,directed
4079,15,2,directed
4080,15,2,directed
4081,15,2,directed
4082,15,2,directed
4083,15,2,directed
4084,15,2,directed
4085,15,2,directed
4086,15,2,directed
4087,15,2,directed
4088,15,2,directed
4089,15,2,directed
4090,15,2,directed
4091,15,2,directed
4092,15,2,directed
4093,15,2,directed
4094,15,2,directed
4095,15,2,directed
4096,15,2,directed
4097,15,2,directed
4098,15,2,directed
4099,15,2,directed
4100,15,2,directed
4101,15,2,directed
4102,15,2,directed
4103,15,2,directed
4104,15,2,directed
4105,15,2,directed
4106,15,2,directed
4107,15,2,directed
4108,15,2,directed
4109,15,2,directed
4110,15,2,directed
4111,15,2,directed
4112,15,2,directed
4113,15,2,directed
4114,15,2,directed
4115,15,2,directed
4116,15,2,directed
4117,15,2,directed
4118,15,2,directed
4119,15,2,directed
4120,15,2,directed
4121,15,2,directed
4122,15,2,directed
4123,15,2,directed
4124,15,2,directed
4125,15,2,directed
4126,15,2,directed
4127,15,2,directed
4128,15,2,directed
4129,15,2,directed
4130,15,2,directed
4131,15,2,directed
4132,15,2,directed
4133,15,2,directed
4134,15,2,directed
4135,15,2,directed
4136,15,2,directed
4137,15,2,directed
4138,15,2,directed
4139,15,2,directed
4140,15,2,directed
4141,15,2,directed
4142,15,2,directed
4143,15,2,directed
4144,15,2,directed
4145,15,2,directed
4146,15,2,directed
4147,15,2,directed
4148,15,2,directed
4149,15,2,directed
4150,15,2,directed
4151,15,2,directed
4152,15,2,directed
4153,15,2,directed
4154,15,2,directed
4155,15,2,directed
4156,15,2,directed
4157,15,2,directed
4158,15,2,directed
4159,15,2,directed
4160,15,2,directed
4161,15,2,directed
4162,15,2,directed
4163,15,2,directed
4164,15,2,directed
4165,15,2,directed
4166,15,2,directed
4167,15,2,directed
4168,15,2,directed
4169,15,2,directed
4170,15,2,directed
4171,15,2,directed
4172,15,2,directed
4173,15,2,directed
4174,15,2,directed
4175,15,2,directed
4176,15,2,directed
4177,15,2,directed
4178,15,2,directed
4179,15,2,directed
4180,15,2,directed
4181,15,2,directed
4182,15,2,directed
4183,15,2,directed
4184,15,2,directed
4185,15,2,directed
4186,15,2,directed
4187,15,2,directed
4188,15,2,directed
4189,3,1,directed
4190,3,1,directed
4191,3,1,directed
4192,3,1,directed
4193,3,1,directed
4194,3,1,directed
4195,3,1,directed
4196,3,1,directed
4197,3,1,directed
4198,3,1,directed
4199,3,1,directed
4200,3,1,directed
4201,3,1,directed
4202,3,1,directed
4203,3,1,directed
4204,3,1,directed
4205,3,1,directed
4206,3,1,directed
4207,3,1,directed
4208,3,1,directed
4209,3,1,directed
4210,3,1,directed
4211,3,1,directed
4212,3,1,directed
4213,3,1,directed
4214,3,1,directed
4215,3,1,directed
4216,3,1,directed
4217,3,1,directed
4218,3,1,directed
4219,3,1,directed
4220,3,1,directed
4221,3,1,directed
4222,3,1,directed
4223,3,1,directed
4224,3,1,directed
4225,3,1,directed
4226,3,1,directed
4227,3,1,directed
4228,3,1,directed
4229,3,1,directed
4230,3,1,directed
4231,3,1,directed
4232,3,1,directed
4233,3,1,directed
4234,3,1,directed
4235,3,1,directed
4236,3,1,directed
4237,3,1,directed
4238,3,1,directed
4239,3,1,directed
4240,3,1,directed
4241,3,1,directed
4242,3,1,directed
4243,3,1,directed
4244,3,1,directed
4245,3,1,directed
4246,3,1,directed
4247,3,1,directed
4248,3,1,directed
4249,3,1,directed
4250,3,1,directed
4251,3,1,directed
4252,3,1,directed
4253,3,1,directed
4254,3,1,directed
4255,3,1,directed
4256,3,1,directed
4257,3,1,directed
4258,3,1,directed
4259,3,1,directed
4260,3,1,directed
4261,3,1,directed
4262,3,1,directed
4263,3,1,directed
4264,3,1,directed
4265,3,1,directed
4266,3,1,directed
4267,3,1,directed
4268,3,1,directed
4269,3,1,directed
4270,3,1,directed
4271,3,1,directed
4272,3,1,directed
4273,3,1,directed
4274,3,1,directed
4275,3,1,directed
4276,3,1,directed
4277,3,1,directed
4278,3,1,directed
4279,3,1,directed
4280,3,1,directed
4281,3,1,directed
4282,3,1,directed
4283,3,1,directed
4284,3,1,directed
4285,3,1,directed
4286,3,1,directed
4287,3,1,directed
4288,3,1,directed
4289,3,1,directed
4290,3,1,directed
4291,3,1,directed
4292,3,1,directed
4293,3,1,directed
4294,3,1,directed
4295,3,1,directed
4296,3,1,directed
4297,3,1,directed
4298,3,1,directed
4299,3,1,directed
4300,3,1,directed
4301,3,1,directed
4302,3,1,directed
4303,3,1,directed
4304,3,1,directed
4305,3,1,directed
4306,3,1,directed
4307,3,1,directed
4308,3,1,directed
4309,3,1,directed
4310,3,1,directed
4311,3,1,directed
4312,3,1,directed
4313,3,1,directed
4314,3,1,directed
4315,3,1,directed
4316,3,1,directed
4317,3,1,directed
4318,3,1,directed
4319,3,1,directed
4320,3,1,directed
4321,3,1,directed
4322,3,1,directed
4323,3,1,directed
4324,3,1,directed
4325,3,1,directed
4326,3,1,directed
4327,3,1,directed
4328,3,1,directed
4329,3,1,directed
4330,3,1,directed
4331,3,1,directed
4332,3,1,directed
4333,3,1,directed
4334,3,1,directed
4335,3,1,directed
4336,3,1,directed
4337,3,1,directed
4338,3,1,directed
4339,3,1,directed
4340,3,1,directed
4341,3,1,directed
4342,3,1,directed
4343,3,1,directed
4344,3,1,directed
4345,3,1,directed
4346,3,1,directed
4347,3,1,directed
4348,3,1,directed
4349,3,1,directed
4350,3,1,directed
4351,3,1,directed
4352,3,1,directed
4353,3,1,directed
4354,3,1,directed
4355,3,1,directed
4356,3,1,directed
4357,3,1,directed
4358,3,1,directed
4359,3,1,directed
4360,3,1,directed
4361,3,1,directed
4362,3,1,directed
4363,3,1,directed
4364,3,1,directed
4365,3,1,directed
4366,3,1,directed
4367,3,1,directed
4368,3,1,directed
4369,3,1,directed
4370,3,1,directed
4371,3,1,directed
4372,3,1,directed
4373,3,1,directed
4374,3,1,directed
4375,3,1,directed
4376,3,1,directed
4377,3,1,directed
4378,3,1,directed
4379,3,1,directed
4380,3,1,directed
4381,3,1,directed
4382,3,1,directed
4383,3,1,directed
4384,3,1,directed
4385,3,1,directed
4386,3,1,directed
4387,3,1,directed
4388,3,1,directed
4389,3,1,directed
4390,3,1,directed
4391,3,1,directed
4392,3,1,directed
4393,3,1,directed
4394,3,1,directed
4395,3,1,directed
4396,3,1,directed
4397,3,1,directed
4398,3,1,directed
4399,3,1,directed
4400,3,1,directed
4401,3,1,directed
4402,3,1,directed
4403,3,1,directed
4404,3,1,directed
4405,3,1,directed
4406,3,1,directed
4407,3,1,directed
4408,3,1,directed
4409,3,1,directed
4410,3,1,directed
4411,3,1,directed
4412,3,1,directed
4413,3,1,directed
4414,3,1,directed
4415,3,1,directed
4416,3,1,directed
4417,3,1,directed
4418,3,1,directed
4419,3,1,directed
4420,3,1,directed
4421,3,1,directed
4422,3,1,directed
4423,3,1,directed
4424,3,1,directed
4425,3,1,directed
4426,3,1,directed
4427,3,1,directed
4428,3,1,directed
4429,3,1,directed
4430,3,1,directed
4431,3,1,directed
4432,3,1,directed
4433,3,1,directed
4434,3,1,directed
4435,3,1,directed
4436,3,1,directed
4437,3,1,directed
4438,3,1,directed
4439,3,1,directed
4440,3,1,directed
4441,3,1,directed
4442,3,1,directed
4443,3,1,directed
4444,3,1,directed
4445,3,1,directed
4446,3,1,directed
4447,3,1,directed
4448,3,1,directed
4449,3,1,directed
4450,3,1,directed
4451,3,1,directed
4452,3,1,directed
4453,3,1,directed
4454,3,1,directed
4455,3,1,directed
4456,3,1,directed
4457,3,1,directed
4458,3,1,directed
4459,3,1,directed
4460,3,1,directed
4461,3,1,directed
4462,3,1,directed
4463,3,1,directed
4464,3,1,directed
4465,3,1,directed
4466,3,1,directed
4467,3,1,directed
4468,3,1,directed
4469,3,1,directed
4470,3,1,directed
4471,3,1,directed
4472,3,1,directed
4473,3,1,directed
4474,3,1,directed
4475,3,1,directed
4476,3,1,directed
4477,3,1,directed
4478,3,1,directed
4479,3,1,directed
4480,3,1,directed
4481,3,1,directed
4482,3,1,directed
4483,3,1,directed
4484,3,1,directed
4485,3,1,directed
4486,3,1,directed
4487,3,1,directed
4488,3,1,directed
4489,3,1,directed
4490,3,1,directed
4491,3,1,directed
4492,3,1,directed
4493,3,1,directed
4494,3,1,directed
4495,3,1,directed
4496,3,1,directed
4497,3,1,directed
4498,3,1,directed
4499,3,1,directed
4500,3,1,directed
4501,3,1,directed
4502,3,1,directed
4503,3,1,directed
4504,3,1,directed
4505,3,1,directed
4506,3,1,directed
4507,3,1,directed
4508,3,1,directed
4509,3,1,directed
4510,3,1,directed
4511,3,1,directed
4512,3,1,directed
4513,3,1,directed
4514,3,1,directed
4515,3,1,directed
4516,3,1,directed
4517,3,1,directed
4518,3,1,directed
4519,3,1,directed
4520,3,1,directed
4521,3,1,directed
4522,3,1,directed
4523,3,1,directed
4524,3,1,directed
4525,3,1,directed
4526,3,1,directed
4527,3,1,directed
4528,3,1,directed
4529,3,1,directed
4530,3,1,directed
4531,3,1,directed
4532,3,1,directed
4533,3,1,directed
4534,3,1,directed
4535,3,1,directed
4536,3,1,directed
4537,3,1,directed
4538,3,1,directed
4539,3,1,directed
4540,3,1,directed
4541,3,1,directed
4542,3,1,directed
4543,3,1,directed
4544,3,1,directed
4545,3,1,directed
4546,3,1,directed
4547,3,1,directed
4548,3,1,directed
4549,3,1,directed
4550,3,1,directed
4551,3,1,directed
4552,3,1,directed
4553,3,1,directed
4554,3,1,directed
4555,3,1,directed
4556,3,1,directed
4557,3,1,directed
4558,3,1,directed
4559,3,1,directed
4560,3,1,directed
4561,3,1,directed
4562,3,1,directed
4563,3,1,directed
4564,3,1,directed
4565,3,1,directed
4566,3,1,directed
4567,3,1,directed
4568,3,1,directed
4569,3,1,directed
4570,3,1,directed
4571,3,1,directed
4572,3,1,directed
4573,3,1,directed
4574,3,1,directed
4575,3,1,directed
4576,3,1,directed
4577,3,1,directed
4578,3,1,directed
4579,3,1,directed
4580,3,1,directed
4581,3,1,directed
4582,3,1,directed
4583,3,1,directed
4584,3,1,directed
4585,3,1,directed
4586,3,1,directed
4587,3,1,directed
4588,3,1,directed
4589,3,1,directed
4590,3,1,directed
4591,3,1,directed
4592,3,1,directed
4593,3,1,directed
4594,3,1,directed
4595,3,1,directed
4596,3,1,directed
4597,3,1,directed
4598,3,1,directed
4599,3,1,directed
4600,3,1,directed
4601,3,1,directed
4602,3,1,directed
4603,3,1,directed
4604,3,1,directed
4605,3,1,directed
4606,3,1,directed
4607,3,1,directed
4608,3,1,directed
4609,3,1,directed
4610,3,1,directed
4611,3,1,directed
4612,3,1,directed
4613,3,1,directed
4614,3,1,directed
4615,3,1,directed
4616,3,1,directed
4617,3,1,directed
4618,3,1,directed
4619,3,1,directed
4620,3,1,directed
4621,3,1,directed
4622,3,1,directed
4623,3,1,directed
4624,3,1,directed
4625,3,1,directed
4626,3,1,directed
4627,3,1,directed
4628,3,1,directed
4629,3,1,directed
4630,3,1,directed
4631,3,1,directed
4632,3,1,directed
4633,3,1,directed
4634,3,1,directed
4635,3,1,directed
4636,3,1,directed
4637,3,1,directed
4638,3,1,directed
4639,3,1,directed
4640,3,1,directed
4641,3,1,directed
4642,3,1,directed
4643,3,1,directed
4644,3,1,directed
4645,3,1,directed
4646,3,1,directed
4647,3,1,directed
4648,3,1,directed
4649,3,1,directed
4650,3,1,directed
4651,3,1,directed
4652,3,1,directed
4653,3,1,directed
4654,3,1,directed
4655,3,1,directed
4656,3,1,directed
4657,3,1,directed
4658,3,1,directed
4659,3,1,directed
4660,3,1,directed
4661,3,1,directed
4662,3,1,directed
4663,3,1,directed
4664,3,1,directed
4665,3,1,directed
4666,3,1,directed
4667,3,1,directed
4668,3,1,directed
4669,3,1,directed
4670,3,1,directed
4671,3,1,directed
4672,3,1,directed
4673,3,1,directed
4674,3,1,directed
4675,3,1,directed
4676,3,1,directed
4677,3,1,directed
4678,3,1,directed
4679,3,1,directed
4680,3,1,directed
4681,3,1,directed
4682,3,1,directed
4683,3,1,directed
4684,3,1,directed
4685,3,1,directed
4686,3,1,directed
4687,3,1,directed
4688,3,1,directed
4689,3,1,directed
4690,3,1,directed
4691,3,1,directed
4692,3,1,directed
4693,3,1,directed
4694,3,1,directed
4695,3,1,directed
4696,3,1,directed
4697,3,1,directed
4698,3,1,directed
4699,3,1,directed
4700,3,1,directed
4701,3,1,directed
4702,3,1,directed
4703,3,1,directed
4704,3,1,directed
4705,3,1,directed
4706,3,1,directed
4707,3,1,directed
4708,3,1,directed
4709,3,1,directed
4710,3,1,directed
4711,3,1,directed
4712,3,1,directed
4713,3,1,directed
4714,3,1,directed
